name,id_kecamatan,kabupaten_kota_id
Simpang,160905,Kab. Ogan Komering Ulu Selatan
Buay Sandang Aji,160906,Kab. Ogan Komering Ulu Selatan
Buay Runjung,160907,Kab. Ogan Komering Ulu Selatan
Mekakau Ilir,160908,Kab. Ogan Komering Ulu Selatan
Buay Pemaca,160909,Kab. Ogan Komering Ulu Selatan
Kisam Tinggi,160910,Kab. Ogan Komering Ulu Selatan
Kisam Ilir,160911,Kab. Ogan Komering Ulu Selatan
Buay Pematang Ribu Ranau Tengah,160912,Kab. Ogan Komering Ulu Selatan
Warkuk Ranau Selatan,160913,Kab. Ogan Komering Ulu Selatan
Runjung Agung,160914,Kab. Ogan Komering Ulu Selatan
Sungai Are,160915,Kab. Ogan Komering Ulu Selatan
Sindang Danau,160916,Kab. Ogan Komering Ulu Selatan
Buana Pemaca,160917,Kab. Ogan Komering Ulu Selatan
Tiga Dihaji,160918,Kab. Ogan Komering Ulu Selatan
Buay Rawan,160919,Kab. Ogan Komering Ulu Selatan
Muara Kuang,161001,Kab. Ogan Ilir
Tanjung Batu,161002,Kab. Ogan Ilir
Tanjung Raja,161003,Kab. Ogan Ilir
Indralaya,161004,Kab. Ogan Ilir
Pemulutan,161005,Kab. Ogan Ilir
Rantau Alai,161006,Kab. Ogan Ilir
Indralaya Utara,161007,Kab. Ogan Ilir
Indralaya Selatan,161008,Kab. Ogan Ilir
Pemulutan Selatan,161009,Kab. Ogan Ilir
Pemulutan Barat,161010,Kab. Ogan Ilir
Rantau Panjang,161011,Kab. Ogan Ilir
Sungai Pinang,161012,Kab. Ogan Ilir
Kandis,161013,Kab. Ogan Ilir
Rambang Kuang,161014,Kab. Ogan Ilir
Lubuk Keliat,161015,Kab. Ogan Ilir
Payaraman,161016,Kab. Ogan Ilir
Muara Pinang,161101,Kab. Empat Lawang
Pendopo,161102,Kab. Empat Lawang
Ulu Musi,161103,Kab. Empat Lawang
Tebing Tinggi,161104,Kab. Empat Lawang
Lintang Kanan,161105,Kab. Empat Lawang
Talang Padang,161106,Kab. Empat Lawang
Pasemah Air Keruh,161107,Kab. Empat Lawang
Sikap Dalam,161108,Kab. Empat Lawang
Saling,161109,Kab. Empat Lawang
Pendopo Barat,161110,Kab. Empat Lawang
Talang Ubi,161201,Kab. Penukal Abab Lematang Ilir
Penukal Utara,161202,Kab. Penukal Abab Lematang Ilir
Penukal,161203,Kab. Penukal Abab Lematang Ilir
Abab,161204,Kab. Penukal Abab Lematang Ilir
Tanah Abang,161205,Kab. Penukal Abab Lematang Ilir
Rupit,161301,Kab. Musi Rawas Utara
Rawas Ulu,161302,Kab. Musi Rawas Utara
Nibung,161303,Kab. Musi Rawas Utara
Rawas Ilir,161304,Kab. Musi Rawas Utara
Karang Dapo,161305,Kab. Musi Rawas Utara
Karang Jaya,161306,Kab. Musi Rawas Utara
Ulu Rawas,161307,Kab. Musi Rawas Utara
Ilir Barat II,167101,Kota Palembang
Seberang Ulu I,167102,Kota Palembang
Seberang Ulu II,167103,Kota Palembang
Ilir Barat I,167104,Kota Palembang
Ilir Timur I,167105,Kota Palembang
Ilir Timur II,167106,Kota Palembang
Sukarami,167107,Kota Palembang
Sako,167108,Kota Palembang
Kemuning,167109,Kota Palembang
Kalidoni,167110,Kota Palembang
Bukit Kecil,167111,Kota Palembang
Gandus,167112,Kota Palembang
Kertapati,167113,Kota Palembang
Plaju,167114,Kota Palembang
Alang-alang Lebar,167115,Kota Palembang
Sematang Borang,167116,Kota Palembang
Jakabaring,167117,Kota Palembang
Ilir Timur Tiga,167118,Kota Palembang
Pagar Alam Utara,167201,Kota Pagar Alam
Pagar Alam Selatan,167202,Kota Pagar Alam
Dempo Utara,167203,Kota Pagar Alam
Dempo Selatan,167204,Kota Pagar Alam
Dempo Tengah,167205,Kota Pagar Alam
Lubuk Linggau Timur I,167301,Kota Lubuk Linggau
Lubuk Linggau Barat I,167302,Kota Lubuk Linggau
Lubuk Linggau Selatan I,167303,Kota Lubuk Linggau
Lubuk Linggau Utara I,167304,Kota Lubuk Linggau
Lubuk Linggau Timur II,167305,Kota Lubuk Linggau
Lubuk Linggau Barat II,167306,Kota Lubuk Linggau
Lubuk Linggau Selatan II,167307,Kota Lubuk Linggau
Lubuk Linggau Utara II,167308,Kota Lubuk Linggau
Prabumulih Barat,167401,Kota Prabumulih
Prabumulih Timur,167402,Kota Prabumulih
Cambai,167403,Kota Prabumulih
Rambang Kapak Tengah,167404,Kota Prabumulih
Prabumulih Utara,167405,Kota Prabumulih
Prabumulih Selatan,167406,Kota Prabumulih
Kedurang,170101,Kab. Bengkulu Selatan
Seginim,170102,Kab. Bengkulu Selatan
Pino,170103,Kab. Bengkulu Selatan
Manna,170104,Kab. Bengkulu Selatan
Kota Manna,170105,Kab. Bengkulu Selatan
Pino Raya,170106,Kab. Bengkulu Selatan
Kedurang Ilir,170107,Kab. Bengkulu Selatan
Air Nipis,170108,Kab. Bengkulu Selatan
Ulu Manna,170109,Kab. Bengkulu Selatan
Bunga Mas,170110,Kab. Bengkulu Selatan
Pasar Manna,170111,Kab. Bengkulu Selatan
Kota Padang,170206,Kab. Rejang Lebong
Padang Ulak Tanding,170207,Kab. Rejang Lebong
Sindang Kelingi,170208,Kab. Rejang Lebong
Curup,170209,Kab. Rejang Lebong
Bermani Ulu,170210,Kab. Rejang Lebong
Selupu Rejang,170211,Kab. Rejang Lebong
Curup Utara,170216,Kab. Rejang Lebong
Curup Timur,170217,Kab. Rejang Lebong
Curup Selatan,170218,Kab. Rejang Lebong
Curup Tengah,170219,Kab. Rejang Lebong
Binduriang,170220,Kab. Rejang Lebong
Sindang Beliti Ulu,170221,Kab. Rejang Lebong
Sindang Dataran,170222,Kab. Rejang Lebong
Sindang Beliti Ilir,170223,Kab. Rejang Lebong
Bermani Ulu Raya,170224,Kab. Rejang Lebong
Enggano,170301,Kab. Bengkulu Utara
Kerkap,170306,Kab. Bengkulu Utara
Kota Arga Makmur,170307,Kab. Bengkulu Utara
Giri Mulya,170308,Kab. Bengkulu Utara
Padang Jaya,170309,Kab. Bengkulu Utara
Lais,170310,Kab. Bengkulu Utara
Batik Nau,170311,Kab. Bengkulu Utara
Ketahun,170312,Kab. Bengkulu Utara
Napal Putih,170313,Kab. Bengkulu Utara
Putri Hijau,170314,Kab. Bengkulu Utara
Air Besi,170315,Kab. Bengkulu Utara
Air Napal,170316,Kab. Bengkulu Utara
Hulu Palik,170319,Kab. Bengkulu Utara
Air Padang,170320,Kab. Bengkulu Utara
Arma Jaya,170321,Kab. Bengkulu Utara
Tanjung Agung Palik,170322,Kab. Bengkulu Utara
Ulok Kupai,170323,Kab. Bengkulu Utara
Pinang Raya,170324,Kab. Bengkulu Utara
Marga Sakti Sebelat,170325,Kab. Bengkulu Utara
Kinal,170401,Kab. Kaur
Tanjung Kemuning,170402,Kab. Kaur
Kaur Utara,170403,Kab. Kaur
Kaur Tengah,170404,Kab. Kaur
Kaur Selatan,170405,Kab. Kaur
Maje,170406,Kab. Kaur
Nasal,170407,Kab. Kaur
Semidang Gumay,170408,Kab. Kaur
Kelam Tengah,170409,Kab. Kaur
Luas,170410,Kab. Kaur
Muara Sahung,170411,Kab. Kaur
Tetap,170412,Kab. Kaur
Lungkang Kule,170413,Kab. Kaur
Padang Guci Hilir,170414,Kab. Kaur
Padang Guci Hulu,170415,Kab. Kaur
Sukaraja,170501,Kab. Seluma
Seluma,170502,Kab. Seluma
Talo,170503,Kab. Seluma
Semidang Alas,170504,Kab. Seluma
Semidang Alas Maras,170505,Kab. Seluma
Air Periukan,170506,Kab. Seluma
Lubuk Sandi,170507,Kab. Seluma
Seluma Barat,170508,Kab. Seluma
Seluma Timur,170509,Kab. Seluma
Seluma Utara,170510,Kab. Seluma
Seluma Selatan,170511,Kab. Seluma
Talo Kecil,170512,Kab. Seluma
Ulu Talo,170513,Kab. Seluma
Ilir Talo,170514,Kab. Seluma
Lubuk Pinang,170601,Kab. Muko Muko
Kota Mukomuko,170602,Kab. Muko Muko
Teras Terunjam,170603,Kab. Muko Muko
Pondok Suguh,170604,Kab. Muko Muko
Ipuh,170605,Kab. Muko Muko
Malin Deman,170606,Kab. Muko Muko
Air Rami,170607,Kab. Muko Muko
Teramang Jaya,170608,Kab. Muko Muko
Selagan Raya,170609,Kab. Muko Muko
Penarik,170610,Kab. Muko Muko
XIV Koto,170611,Kab. Muko Muko
V Koto,170612,Kab. Muko Muko
Air Majunto,170613,Kab. Muko Muko
Air Dikit,170614,Kab. Muko Muko
Sungai Rumbai,170615,Kab. Muko Muko
Lebong Utara,170701,Kab. Lebong
Lebong Atas,170702,Kab. Lebong
Lebong Tengah,170703,Kab. Lebong
Lebong Selatan,170704,Kab. Lebong
Rimbo Pengadang,170705,Kab. Lebong
Topos,170706,Kab. Lebong
Bingin Kuning,170707,Kab. Lebong
Lebong Sakti,170708,Kab. Lebong
Pelabai,170709,Kab. Lebong
Amen,170710,Kab. Lebong
Uram Jaya,170711,Kab. Lebong
Pinang Belapis,170712,Kab. Lebong
Bermani Ilir,170801,Kab. Kepahiang
Ujan Mas,170802,Kab. Kepahiang
Tebat Karai,170803,Kab. Kepahiang
Kepahiang,170804,Kab. Kepahiang
Merigi,170805,Kab. Kepahiang
Kebawetan,170806,Kab. Kepahiang
Seberang Musi,170807,Kab. Kepahiang
Muara Kemumu,170808,Kab. Kepahiang
Karang Tinggi,170901,Kab. Bengkulu Tengah
Talang Empat,170902,Kab. Bengkulu Tengah
Pondok Kelapa,170903,Kab. Bengkulu Tengah
Pematang Tiga,170904,Kab. Bengkulu Tengah
Pagar Jati,170905,Kab. Bengkulu Tengah
Taba Penanjung,170906,Kab. Bengkulu Tengah
Merigi Kelindang,170907,Kab. Bengkulu Tengah
Merigi Sakti,170908,Kab. Bengkulu Tengah
Pondok Kubang,170909,Kab. Bengkulu Tengah
Bang Haji,170910,Kab. Bengkulu Tengah
Semidang Lagan,170911,Kab. Bengkulu Tengah
Selebar,177101,Kota Bengkulu
Gading Cempaka,177102,Kota Bengkulu
Teluk Segara,177103,Kota Bengkulu
Muara Bangka Hulu,177104,Kota Bengkulu
Kampung Melayu,177105,Kota Bengkulu
Ratu Agung,177106,Kota Bengkulu
Ratu Samban,177107,Kota Bengkulu
Sungai Serut,177108,Kota Bengkulu
Singaran Pati,177109,Kota Bengkulu
Natar,180104,Kab. Lampung Selatan
Tanjung Bintang,180105,Kab. Lampung Selatan
Kalianda,180106,Kab. Lampung Selatan
Sidomulyo,180107,Kab. Lampung Selatan
Katibung,180108,Kab. Lampung Selatan
Penengahan,180109,Kab. Lampung Selatan
Palas,180110,Kab. Lampung Selatan
Jati Agung,180113,Kab. Lampung Selatan
Ketapang,180114,Kab. Lampung Selatan
Sragi,180115,Kab. Lampung Selatan
Raja Basa,180116,Kab. Lampung Selatan
Candipuro,180117,Kab. Lampung Selatan
Merbau Mataram,180118,Kab. Lampung Selatan
Bakauheni,180121,Kab. Lampung Selatan
Tanjung Sari,180122,Kab. Lampung Selatan
Way Sulan,180123,Kab. Lampung Selatan
Way Panji,180124,Kab. Lampung Selatan
Kalirejo,180201,Kab. Lampung Tengah
Bangun Rejo,180202,Kab. Lampung Tengah
Padang Ratu,180203,Kab. Lampung Tengah
Gunung Sugih,180204,Kab. Lampung Tengah
Trimurjo,180205,Kab. Lampung Tengah
Punggur,180206,Kab. Lampung Tengah
Terbanggi Besar,180207,Kab. Lampung Tengah
Seputih Raman,180208,Kab. Lampung Tengah
Rumbia,180209,Kab. Lampung Tengah
Seputih Banyak,180210,Kab. Lampung Tengah
Seputih Mataram,180211,Kab. Lampung Tengah
Seputih Surabaya,180212,Kab. Lampung Tengah
Terusan Nunyai,180213,Kab. Lampung Tengah
Bumi Ratu Nuban,180214,Kab. Lampung Tengah
Bekri,180215,Kab. Lampung Tengah
Seputih Agung,180216,Kab. Lampung Tengah
Way Pangubuan,180217,Kab. Lampung Tengah
Bandar Mataram,180218,Kab. Lampung Tengah
Pubian,180219,Kab. Lampung Tengah
Selagai Lingga,180220,Kab. Lampung Tengah
Anak Tuha,180221,Kab. Lampung Tengah
Sendang Agung,180222,Kab. Lampung Tengah
Kota Gajah,180223,Kab. Lampung Tengah
Bumi Nabung,180224,Kab. Lampung Tengah
Way Seputih,180225,Kab. Lampung Tengah
Bandar Surabaya,180226,Kab. Lampung Tengah
Anak Ratu Aji,180227,Kab. Lampung Tengah
Putra Rumbia,180228,Kab. Lampung Tengah
Bukit Kemuning,180301,Kab. Lampung Utara
Kotabumi,180302,Kab. Lampung Utara
Sungkai Selatan,180303,Kab. Lampung Utara
Tanjung Raja,180304,Kab. Lampung Utara
Abung Timur,180305,Kab. Lampung Utara
Abung Barat,180306,Kab. Lampung Utara
Abung Selatan,180307,Kab. Lampung Utara
Sungkai Utara,180308,Kab. Lampung Utara
Kotabumi Utara,180309,Kab. Lampung Utara
Kotabumi Selatan,180310,Kab. Lampung Utara
Abung Tengah,180311,Kab. Lampung Utara
Abung Tinggi,180312,Kab. Lampung Utara
Abung Semuli,180313,Kab. Lampung Utara
Abung Surakarta,180314,Kab. Lampung Utara
Muara Sungkai,180315,Kab. Lampung Utara
Bunga Mayang,180316,Kab. Lampung Utara
Hulu Sungkai,180317,Kab. Lampung Utara
Sungkai Tengah,180318,Kab. Lampung Utara
Abung Pekurun,180319,Kab. Lampung Utara
Sungkai Jaya,180320,Kab. Lampung Utara
Sungkai Barat,180321,Kab. Lampung Utara
Abung Kunang,180322,Kab. Lampung Utara
Blambangan Pagar,180323,Kab. Lampung Utara
Balik Bukit,180404,Kab. Lampung Barat
Sumber Jaya,180405,Kab. Lampung Barat
Belalau,180406,Kab. Lampung Barat
Way Tenong,180407,Kab. Lampung Barat
Sekincau,180408,Kab. Lampung Barat
Suoh,180409,Kab. Lampung Barat
Batu Brak,180410,Kab. Lampung Barat
Sukau,180411,Kab. Lampung Barat
Gedung Surian,180415,Kab. Lampung Barat
Kebun Tebu,180418,Kab. Lampung Barat
Air Hitam,180419,Kab. Lampung Barat
Pagar Dewa,180420,Kab. Lampung Barat
Batu Ketulis,180421,Kab. Lampung Barat
Lumbok Seminung,180422,Kab. Lampung Barat
Bandar Negeri Suoh,180423,Kab. Lampung Barat
Menggala,180502,Kab. Tulang Bawang
Gedung Aji,180506,Kab. Tulang Bawang
Banjar Agung,180508,Kab. Tulang Bawang
Gedung Meneng,180511,Kab. Tulang Bawang
Rawa Jitu Selatan,180512,Kab. Tulang Bawang
Penawar Tama,180513,Kab. Tulang Bawang
Rawa Jitu Timur,180518,Kab. Tulang Bawang
Banjar Margo,180520,Kab. Tulang Bawang
Rawa Pitu,180522,Kab. Tulang Bawang
Penawar Aji,180523,Kab. Tulang Bawang
Dente Teladas,180525,Kab. Tulang Bawang
Meraksa Aji,180526,Kab. Tulang Bawang
Gedung Aji Baru,180527,Kab. Tulang Bawang
Banjar Baru,180529,Kab. Tulang Bawang
Menggala Timur,180530,Kab. Tulang Bawang
Kota Agung,180601,Kab. Tanggamus
Talang Padang,180602,Kab. Tanggamus
Wonosobo,180603,Kab. Tanggamus
Pulau Panggung,180604,Kab. Tanggamus
Cukuh Balak,180609,Kab. Tanggamus
Pugung,180611,Kab. Tanggamus
Semaka,180612,Kab. Tanggamus
Sumberejo,180613,Kab. Tanggamus
Ulu Belu,180615,Kab. Tanggamus
Pematang Sawa,180616,Kab. Tanggamus
Kelumbayan,180617,Kab. Tanggamus
Kota Agung Barat,180618,Kab. Tanggamus
Kota Agung Timur,180619,Kab. Tanggamus
Gisting,180620,Kab. Tanggamus
Gunung Alip,180621,Kab. Tanggamus
Limau,180624,Kab. Tanggamus
Bandar Negeri Semuong,180625,Kab. Tanggamus
Air Naningan,180626,Kab. Tanggamus
Bulok,180627,Kab. Tanggamus
Klumbayan Barat,180628,Kab. Tanggamus
Sukadana,180701,Kab. Lampung Timur
Labuhan Maringgai,180702,Kab. Lampung Timur
Jabung,180703,Kab. Lampung Timur
Pekalongan,180704,Kab. Lampung Timur
Sekampung,180705,Kab. Lampung Timur
Batanghari,180706,Kab. Lampung Timur
Way Jepara,180707,Kab. Lampung Timur
Purbolinggo,180708,Kab. Lampung Timur
Raman Utara,180709,Kab. Lampung Timur
Metro Kibang,180710,Kab. Lampung Timur
Marga Tiga,180711,Kab. Lampung Timur
Sekampung Udik,180712,Kab. Lampung Timur
Batanghari Nuban,180713,Kab. Lampung Timur
Bumi Agung,180714,Kab. Lampung Timur
Bandar Sribhawono,180715,Kab. Lampung Timur
Mataram Baru,180716,Kab. Lampung Timur
Melinting,180717,Kab. Lampung Timur
Gunung Pelindung,180718,Kab. Lampung Timur
Pasir Sakti,180719,Kab. Lampung Timur
Waway Karya,180720,Kab. Lampung Timur
Labuhan Ratu,180721,Kab. Lampung Timur
Braja Selebah,180722,Kab. Lampung Timur
Way Bungur,180723,Kab. Lampung Timur
Marga Sekampung,180724,Kab. Lampung Timur
Blambangan Umpu,180801,Kab. Way Kanan
Kasui,180802,Kab. Way Kanan
Banjit,180803,Kab. Way Kanan
Baradatu,180804,Kab. Way Kanan
Bahuga,180805,Kab. Way Kanan
Pakuan Ratu,180806,Kab. Way Kanan
Negeri Agung,180807,Kab. Way Kanan
Way Tuba,180808,Kab. Way Kanan
Rebang Tangkas,180809,Kab. Way Kanan
Gunung Labuhan,180810,Kab. Way Kanan
Negara Batin,180811,Kab. Way Kanan
Negeri Besar,180812,Kab. Way Kanan
Buay Bahuga,180813,Kab. Way Kanan
Bumi Agung,180814,Kab. Way Kanan
Umpu Semenguk,180815,Kab. Way Kanan
Gedong Tataan,180901,Kab. Pesawaran
Negeri Katon,180902,Kab. Pesawaran
Tegineneng,180903,Kab. Pesawaran
Way Lima,180904,Kab. Pesawaran
Padang Cermin,180905,Kab. Pesawaran
Punduh Pidada,180906,Kab. Pesawaran
Kedondong,180907,Kab. Pesawaran
Marga Punduh,180908,Kab. Pesawaran
Way Khilau,180909,Kab. Pesawaran
Teluk Pandan,180910,Kab. Pesawaran
Way Ratai,180911,Kab. Pesawaran
Pringsewu,181001,Kab. Pringsewu
Gading Rejo,181002,Kab. Pringsewu
Ambarawa,181003,Kab. Pringsewu
Pardasuka,181004,Kab. Pringsewu
Pagelaran,181005,Kab. Pringsewu
Banyumas,181006,Kab. Pringsewu
Adiluwih,181007,Kab. Pringsewu
Sukoharjo,181008,Kab. Pringsewu
Pagelaran Utara,181009,Kab. Pringsewu
Mesuji,181101,Kab. Mesuji
Mesuji Timur,181102,Kab. Mesuji
Rawa Jitu Utara,181103,Kab. Mesuji
Way Serdang,181104,Kab. Mesuji
Simpang Pematang,181105,Kab. Mesuji
Panca Jaya,181106,Kab. Mesuji
Tanjung Raya,181107,Kab. Mesuji
Tulang Bawang Tengah,181201,Kab. Tulang Bawang Barat
Tumijajar,181202,Kab. Tulang Bawang Barat
Tulang Bawang Udik,181203,Kab. Tulang Bawang Barat
Gunung Terang,181204,Kab. Tulang Bawang Barat
Gunung Agung,181205,Kab. Tulang Bawang Barat
Way Kenanga,181206,Kab. Tulang Bawang Barat
Lambu Kibang,181207,Kab. Tulang Bawang Barat
Pagar Dewa,181208,Kab. Tulang Bawang Barat
Batu Putih,181209,Kab. Tulang Bawang Barat
Pesisir Tengah,181301,Kab. Pesisir Barat
Pesisir Selatan,181302,Kab. Pesisir Barat
Lemong,181303,Kab. Pesisir Barat
Pesisir Utara,181304,Kab. Pesisir Barat
Karya Penggawa,181305,Kab. Pesisir Barat
Pulaupisang,181306,Kab. Pesisir Barat
Way Krui,181307,Kab. Pesisir Barat
Krui Selatan,181308,Kab. Pesisir Barat
Ngambur,181309,Kab. Pesisir Barat
Ngaras,181310,Kab. Pesisir Barat
Bangkunat,181311,Kab. Pesisir Barat
Kedaton,187101,Kota Bandar Lampung
Sukarame,187102,Kota Bandar Lampung
Tanjungkarang Barat,187103,Kota Bandar Lampung
Panjang,187104,Kota Bandar Lampung
Tanjungkarang Timur,187105,Kota Bandar Lampung
Tanjungkarang Pusat,187106,Kota Bandar Lampung
Telukbetung Selatan,187107,Kota Bandar Lampung
Telukbetung Barat,187108,Kota Bandar Lampung
Telukbetung Utara,187109,Kota Bandar Lampung
Rajabasa,187110,Kota Bandar Lampung
Tanjung Senang,187111,Kota Bandar Lampung
Sukabumi,187112,Kota Bandar Lampung
Kemiling,187113,Kota Bandar Lampung
Labuhan Ratu,187114,Kota Bandar Lampung
Way Halim,187115,Kota Bandar Lampung
Langkapura,187116,Kota Bandar Lampung
Enggal,187117,Kota Bandar Lampung
Kedamaian,187118,Kota Bandar Lampung
Telukbetung Timur,187119,Kota Bandar Lampung
Bumi Waras,187120,Kota Bandar Lampung
Metro Pusat,187201,Kota Metro
Metro Utara,187202,Kota Metro
Metro Barat,187203,Kota Metro
Metro Timur,187204,Kota Metro
Metro Selatan,187205,Kota Metro
Sungailiat,190101,Kab. Bangka
Belinyu,190102,Kab. Bangka
Merawang,190103,Kab. Bangka
Mendo Barat,190104,Kab. Bangka
Pemali,190105,Kab. Bangka
Bakam,190106,Kab. Bangka
Riau Silip,190107,Kab. Bangka
Puding Besar,190108,Kab. Bangka
Tanjung Pandan,190201,Kab. Belitung
Membalong,190202,Kab. Belitung
Selat Nasik,190203,Kab. Belitung
Sijuk,190204,Kab. Belitung
Badau,190205,Kab. Belitung
Toboali,190301,Kab. Bangka Selatan
Lepar,190302,Kab. Bangka Selatan
Airgegas,190303,Kab. Bangka Selatan
Simpang Rimba,190304,Kab. Bangka Selatan
Payung,190305,Kab. Bangka Selatan
Tukak Sadai,190306,Kab. Bangka Selatan
Pulaubesar,190307,Kab. Bangka Selatan
Kepulauan Pongok,190308,Kab. Bangka Selatan
Koba,190401,Kab. Bangka Tengah
Pangkalan Baru,190402,Kab. Bangka Tengah
Sungai Selan,190403,Kab. Bangka Tengah
Simpang Katis,190404,Kab. Bangka Tengah
Namang,190405,Kab. Bangka Tengah
Lubuk Besar,190406,Kab. Bangka Tengah
Mentok,190501,Kab. Bangka Barat
Simpang Teritip,190502,Kab. Bangka Barat
Jebus,190503,Kab. Bangka Barat
Kelapa,190504,Kab. Bangka Barat
Tempilang,190505,Kab. Bangka Barat
Parittiga,190506,Kab. Bangka Barat
Manggar,190601,Kab. Belitung Timur
Gantung,190602,Kab. Belitung Timur
Dendang,190603,Kab. Belitung Timur
Kelapa Kampit,190604,Kab. Belitung Timur
Damar,190605,Kab. Belitung Timur
Simpang Renggiang,190606,Kab. Belitung Timur
Simpang Pesak,190607,Kab. Belitung Timur
Bukit Intan,197101,Kota Pangkal Pinang
Taman Sari,197102,Kota Pangkal Pinang
Pangkal Balam,197103,Kota Pangkal Pinang
Rangkui,197104,Kota Pangkal Pinang
Gerunggang,197105,Kota Pangkal Pinang
Gabek,197106,Kota Pangkal Pinang
Girimaya,197107,Kota Pangkal Pinang
Gunung Kijang,210104,Kab. Bintan
Bintan Timur,210106,Kab. Bintan
Bintan Utara,210107,Kab. Bintan
Teluk Bintan,210108,Kab. Bintan
Tambelan,210109,Kab. Bintan
Telok Sebong,210110,Kab. Bintan
Toapaya,210112,Kab. Bintan
Mantang,210113,Kab. Bintan
Bintan Pesisir,210114,Kab. Bintan
Seri Kuala Lobam,210115,Kab. Bintan
Moro,210201,Kab. Karimun
Kundur,210202,Kab. Karimun
Karimun,210203,Kab. Karimun
Meral,210204,Kab. Karimun
Tebing,210205,Kab. Karimun
Buru,210206,Kab. Karimun
Kundur Utara,210207,Kab. Karimun
Kundur Barat,210208,Kab. Karimun
Durai,210209,Kab. Karimun
Meral Barat,210210,Kab. Karimun
Ungar,210211,Kab. Karimun
Belat,210212,Kab. Karimun
Selat Gelam,210213,Kab. Karimun
Sugie Besar,210214,Kab. Karimun
Midai,210304,Kab. Natuna
Bunguran Barat,210305,Kab. Natuna
Serasan,210306,Kab. Natuna
Bunguran Timur,210307,Kab. Natuna
Bunguran Utara,210308,Kab. Natuna
Subi,210309,Kab. Natuna
Pulau Laut,210310,Kab. Natuna
Pulau Tiga,210311,Kab. Natuna
Bunguran Timur Laut,210315,Kab. Natuna
Bunguran Tengah,210316,Kab. Natuna
Bunguran Selatan,210318,Kab. Natuna
Serasan Timur,210319,Kab. Natuna
Bunguran Batubi,210320,Kab. Natuna
Pulau Tiga Barat,210321,Kab. Natuna
Suak Midai,210322,Kab. Natuna
Pulau Panjang,210323,Kab. Natuna
Pulau Seluan,210324,Kab. Natuna
Singkep,210401,Kab. Lingga
Lingga,210402,Kab. Lingga
Senayang,210403,Kab. Lingga
Singkep Barat,210404,Kab. Lingga
Lingga Utara,210405,Kab. Lingga
Singkep Pesisir,210406,Kab. Lingga
Lingga Timur,210407,Kab. Lingga
Selayar,210408,Kab. Lingga
Singkep Selatan,210409,Kab. Lingga
Kepulauan Posek,210410,Kab. Lingga
Katang Bidare,210411,Kab. Lingga
Temiang Pesisir,210412,Kab. Lingga
Bakung Serumpun,210413,Kab. Lingga
Siantan,210501,Kab. Kepulauan Anambas
Palmatak,210502,Kab. Kepulauan Anambas
Siantan Timur,210503,Kab. Kepulauan Anambas
Siantan Selatan,210504,Kab. Kepulauan Anambas
Jemaja Timur,210505,Kab. Kepulauan Anambas
Jemaja,210506,Kab. Kepulauan Anambas
Siantan Tengah,210507,Kab. Kepulauan Anambas
Siantan Utara,210508,Kab. Kepulauan Anambas
Jemaja Barat,210509,Kab. Kepulauan Anambas
Kute Siantan,210510,Kab. Kepulauan Anambas
Belakang Padang,217101,Kota Batam
Batu Ampar,217102,Kota Batam
Sekupang,217103,Kota Batam
Nongsa,217104,Kota Batam
Bulang,217105,Kota Batam
Lubuk Baja,217106,Kota Batam
Sei Beduk,217107,Kota Batam
Galang,217108,Kota Batam
Bengkong,217109,Kota Batam
Batam Kota,217110,Kota Batam
Sagulung,217111,Kota Batam
Batu Aji,217112,Kota Batam
Tanjung Pinang Barat,217201,Kota Tanjung Pinang
Tanjung Pinang Timur,217202,Kota Tanjung Pinang
Tanjung Pinang Kota,217203,Kota Tanjung Pinang
Bukit Bestari,217204,Kota Tanjung Pinang
Kepulauan Seribu Utara,310101,Kab. Adm. Kep. Seribu
Kepulauan Seribu Selatan.,310102,Kab. Adm. Kep. Seribu
Gambir,317101,Kota Adm. Jakarta Pusat
Sawah Besar,317102,Kota Adm. Jakarta Pusat
Kemayoran,317103,Kota Adm. Jakarta Pusat
Senen,317104,Kota Adm. Jakarta Pusat
Cempaka Putih,317105,Kota Adm. Jakarta Pusat
Menteng,317106,Kota Adm. Jakarta Pusat
Tanah Abang,317107,Kota Adm. Jakarta Pusat
Johar Baru,317108,Kota Adm. Jakarta Pusat
Penjaringan,317201,Kota Adm. Jakarta Utara
Tanjung Priok,317202,Kota Adm. Jakarta Utara
Koja,317203,Kota Adm. Jakarta Utara
Cilincing,317204,Kota Adm. Jakarta Utara
Pademangan,317205,Kota Adm. Jakarta Utara
Kelapa Gading,317206,Kota Adm. Jakarta Utara
Cengkareng,317301,Kota Adm. Jakarta Barat
Grogol Petamburan,317302,Kota Adm. Jakarta Barat
Taman Sari,317303,Kota Adm. Jakarta Barat
Tambora,317304,Kota Adm. Jakarta Barat
Kebon Jeruk,317305,Kota Adm. Jakarta Barat
Kalideres,317306,Kota Adm. Jakarta Barat
Pal Merah,317307,Kota Adm. Jakarta Barat
Kembangan,317308,Kota Adm. Jakarta Barat
Tebet,317401,Kota Adm. Jakarta Selatan
Setiabudi,317402,Kota Adm. Jakarta Selatan
Mampang Prapatan,317403,Kota Adm. Jakarta Selatan
Pasar Minggu,317404,Kota Adm. Jakarta Selatan
Kebayoran Lama,317405,Kota Adm. Jakarta Selatan
Cilandak,317406,Kota Adm. Jakarta Selatan
Kebayoran Baru,317407,Kota Adm. Jakarta Selatan
Pancoran,317408,Kota Adm. Jakarta Selatan
